Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:01:13,340","00:01:26,460",au,73.34,86.46,13.12,[73.812 75.327 76.791 78.242 79.695 81.146 82.58  83.97  85.303],[1.515 1.464 1.451 1.453 1.451 1.434 1.39  1.333],8,5
Section_2,"00:01:13,420","00:01:33,740",au,73.42,93.74,20.32,"[73.812 75.327 76.791 78.242 79.695 81.146 82.58  83.97  85.303 86.612
 87.842 89.079 90.266 91.434 92.623]","[1.515 1.464 1.451 1.453 1.451 1.434 1.39  1.333 1.309 1.23  1.237 1.187
 1.168 1.189]",14,10
Section_3,"00:01:31,380","00:01:41,460",au,91.38,101.46,10.08,[ 91.434  92.623  93.876  95.071  96.271  97.442  98.634  99.818 101.039],[1.189 1.253 1.195 1.2   1.171 1.192 1.184 1.221],8,11
Section_4,"00:01:58,360","00:02:12,880",au,118.36,132.88,14.52,"[119.391 120.5   121.62  122.684 123.767 124.783 125.86  126.895 127.908
 128.938 129.983 130.975 132.028]",[1.109 1.12  1.064 1.083 1.016 1.077 1.035 1.013 1.03  1.045 0.992 1.053],12,11
Section_5,"00:02:12,880","00:02:36,160",au,132.88,156.16,23.28,"[133.084 134.132 135.18  136.242 137.287 138.324 139.38  140.372 141.41
 142.458 143.479 144.495 145.498 146.532 147.532 148.538 149.53  150.535
 151.527 152.546 153.535 154.551 155.596]","[1.048 1.048 1.062 1.045 1.037 1.056 0.992 1.038 1.048 1.021 1.016 1.003
 1.034 1.    1.006 0.992 1.005 0.992 1.019 0.989 1.016 1.045]",22,11
Section_6,"00:02:16,780","00:02:35,380",au,136.78,155.38,18.6,"[137.287 138.324 139.38  140.372 141.41  142.458 143.479 144.495 145.498
 146.532 147.532 148.538 149.53  150.535 151.527 152.546 153.535 154.551]","[1.037 1.056 0.992 1.038 1.048 1.021 1.016 1.003 1.034 1.    1.006 0.992
 1.005 0.992 1.019 0.989 1.016]",17,11
Section_7,"00:02:45,920","00:03:07,220",au,165.92,187.22,21.3,"[170.964 172.772 174.49  176.114 177.674 179.159 180.53  181.786 183.02
 184.21  185.436 186.687]",[1.808 1.718 1.624 1.56  1.485 1.371 1.256 1.234 1.19  1.226 1.251],11,13
Section_8,"00:03:05,840","00:03:19,760",au,185.84,199.76,13.92,"[186.687 187.962 189.21  190.444 191.679 192.898 194.087 195.263 196.439
 197.647 198.828]",[1.275 1.248 1.234 1.235 1.219 1.189 1.176 1.176 1.208 1.181],10,17
Section_9,"00:03:42,600","00:04:06,760",au,222.6,246.76,24.16,"[222.746 223.879 224.964 226.044 227.079 228.119 229.135 230.124 231.116
 232.116 233.114 234.087 235.071 236.071 237.087 238.13  239.154 240.186
 241.215 242.234 243.25  244.271 245.346 246.38 ]","[1.133 1.085 1.08  1.035 1.04  1.016 0.989 0.992 1.    0.998 0.973 0.984
 1.    1.016 1.043 1.024 1.032 1.029 1.019 1.016 1.021 1.075 1.034]",23,18
Section_10,"00:04:06,760","00:04:34,900",au,246.76,274.9,28.14,"[247.407 248.458 249.519 250.564 251.564 252.551 253.543 254.538 255.53
 256.463 257.45  258.41  259.396 260.34  261.284 262.218 263.132 264.039
 264.935 265.802 266.682 267.575 268.468 269.386 270.3   271.244 272.21
 273.148 274.079]","[1.051 1.061 1.045 1.    0.987 0.992 0.995 0.992 0.933 0.987 0.96  0.986
 0.944 0.944 0.934 0.914 0.907 0.896 0.867 0.88  0.893 0.893 0.918 0.914
 0.944 0.966 0.938 0.931]",28,18
Section_11,"00:04:08,800","00:04:35,500",au,248.8,275.5,26.7,"[249.519 250.564 251.564 252.551 253.543 254.538 255.53  256.463 257.45
 258.41  259.396 260.34  261.284 262.218 263.132 264.039 264.935 265.802
 266.682 267.575 268.468 269.386 270.3   271.244 272.21  273.148 274.079
 275.004]","[1.045 1.    0.987 0.992 0.995 0.992 0.933 0.987 0.96  0.986 0.944 0.944
 0.934 0.914 0.907 0.896 0.867 0.88  0.893 0.893 0.918 0.914 0.944 0.966
 0.938 0.931 0.925]",27,18
Section_12,"00:04:33,740","00:04:44,520",au,273.74,284.52,10.78,"[274.079 275.004 275.972 276.906 277.831 278.748 279.666 280.604 281.524
 282.447 283.364 284.266]",[0.925 0.968 0.934 0.925 0.917 0.918 0.938 0.92  0.923 0.917 0.902],11,18
Section_13,"00:04:47,260","00:05:03,540",au,287.26,303.54,16.28,"[287.866 288.759 289.655 290.538 291.404 292.29  293.159 294.01  294.887
 295.77  296.65  297.535 298.415 299.319 300.244 301.159 302.108 303.058]","[0.893 0.896 0.883 0.866 0.886 0.869 0.851 0.877 0.883 0.88  0.885 0.88
 0.904 0.925 0.915 0.949 0.95 ]",17,18
