Comment,Marker in sec,Selected Onset,taken from drum,deviation from Cycles' marker,IOI,bpm,Smoothed bpm,cpm
,16.535,16.532333333,Dun,0.002666666999999734,,,,
,19.003,19.007,Dun,0.004000000000001336,2.474666667000001,96.98275860762621,96.98275860762621,24.245689651906552
,21.449,21.449666666,J2,0.0006666659999972069,2.4426666659999974,98.25327513598626,97.61801687180623,24.563318783996564
,23.869,23.879,J2,0.010000000000001563,2.4293333340000025,98.7925356479712,98.0095231305279,24.6981339119928
,26.315,26.327,J2,0.012000000000000455,2.4480000000000004,98.03921568627449,98.01694626946454,24.509803921568622
,28.778,28.772333333,J2,0.005666666999999848,2.445333332999997,98.14612869385864,98.04278275434336,24.53653217346466
,31.277,31.295,Dun,0.018000000000000682,2.522666667000003,95.13742070624495,97.67371517406711,23.784355176561238
,33.728,33.743,J2,0.015000000000000568,2.4480000000000004,98.03921568627449,97.63090328412474,24.509803921568622
,36.168,36.172333333,J2,0.004333332999998163,2.4293333329999953,98.79253568863803,97.63090329225813,24.698133922159506
m,38.612,38.620333333,J2,0.008333332999995946,2.4480000000000004,98.03921568627449,97.63090329225813,24.509803921568622
,41.046,41.049666667,Dun,0.0036666669999974033,2.429333333999999,98.79253564797135,97.76018468308067,24.698133911992837
,43.451,43.460333333,Dun,0.00933333300000072,2.4106666660000045,99.55752215142613,98.6442049721169,24.889380537856532
,45.853,45.881666666,J2,0.028666665999999452,2.4213333329999998,99.11894274492278,98.86015038384656,24.779735686230694
,48.295,48.287,Dun,0.008000000000002672,2.405333333999998,99.77827048232318,99.05729734258358,24.944567620580795
,50.7,50.687,Dun,0.01300000000000523,2.3999999999999986,100.00000000000006,99.44945420532869,25.000000000000014
,53.143,53.103,Dun,0.03999999999999915,2.416000000000004,99.3377483443707,99.55849674460856,24.834437086092674
,55.499,55.487,J2,0.012000000000000455,2.3840000000000003,100.67114093959731,99.7812205022428,25.167785234899327
,57.931,57.932333333,J2,0.0013333330000051546,2.4453333330000007,98.1461286938585,99.58665769202995,24.536532173464625
,60.355,60.356333333,J2,0.0013333330000051546,2.4239999999999995,99.00990099009903,99.43298379358512,24.752475247524757
,62.794,62.809666666,J2,0.015666666000001328,2.4533333329999962,97.82608696981347,98.9982011875478,24.45652174245337
,65.242,65.249666666,J2,0.007666665999991551,2.4399999999999977,98.36065573770502,98.80278266621465,24.590163934426254
,67.699,67.724333333,Dun,0.025333333000006064,2.474666667000008,96.98275860762593,98.06510619982039,24.24568965190648
,70.165,70.164333333,J2,0.000666667000004395,2.4399999999999977,98.36065573770502,98.10801160858969,24.590163934426254
,72.58,72.609666667,Dun,0.029666667000000757,2.445333333999997,98.14612865372254,97.9352571413144,24.536532163430635
,75.027,75.041666666,J2,0.014666665999996553,2.4319999989999985,98.68421056689324,98.10688186073035,24.67105264172331
,77.356,77.356333333,Dun,0.0003333330000003798,2.3146666669999973,103.68663592976876,99.17207789914309,25.92165898244219
,79.685,79.69233333300001,Dun,0.007333333000005382,2.3360000000000127,102.7397260273967,100.32347138309726,25.684931506849175
,81.951,81.948333333,Dun,0.002666666999999734,2.255999999999986,106.38297872340492,101.92793598023722,26.59574468085123
,84.111,84.092333333,J2,0.018666667000005077,2.1440000000000055,111.9402985074624,104.68676995098522,27.9850746268656
,86.152,86.164333333,J2,0.012333333000000835,2.0720000000000027,115.83011583011567,108.1159510036297,28.95752895752892
,88.111,88.135,Dun,0.02400000000000091,1.9706666670000033,121.78619754367601,111.73586332641113,30.446549385919003
,90.017,90.023,Dun,0.006000000000000227,1.887999999999991,127.11864406779722,116.61164693449125,31.779661016949305
,91.828,91.796333333,J2,0.031666666999996096,1.7733333330000107,135.33834589010038,122.40272036783036,33.834586472525096
,93.548,93.521666667,Dun,0.026333332999996628,1.7253333339999983,139.1035548148751,127.83537162931289,34.77588870371878
,95.187,95.172333333,Dun,0.014666667000000189,1.6506666659999922,145.39579973562095,133.74850841041393,36.34894993390524
,96.859,96.836333333,Dun,0.022666666999995755,1.6640000000000015,144.2307692307691,138.23742274783257,36.05769230769228
,98.456,98.449666667,Dun,0.006333333000000607,1.6133333340000036,148.76033051704087,142.5657600376813,37.19008262926022
,100.097,100.100333333,Dun,0.0033333330000004935,1.6506666659999922,145.39579973562095,144.5772508067854,36.34894993390524
,101.832,101.815,Dun,0.016999999999995907,1.714666667000003,139.96889577372275,144.75031899855495,34.99222394343069
,103.516,103.489666667,Dun,0.02633333300001084,1.6746666669999968,143.3121018823028,144.3335794278913,35.8280254705757
,105.137,105.127,J2,0.010000000000005116,1.6373333330000008,146.57980459010167,144.8033864997578,36.64495114752542
,106.792,106.761666667,Dun,0.030333333000001517,1.6346666670000047,146.81892329795656,144.41510505594096,36.70473082448914
,108.381,108.385666667,Dun,0.004666666999995073,1.6239999999999952,147.78325123152752,144.89259535512227,36.94581280788188
