Comment,Marker in sec,Selected Onset,taken from drum,deviation from Cycles' marker,IOI,bpm,Smoothed bpm,cpm
,10.312,10.329666667,Dun,0.017666667000000302,,,,
,12.847,12.852333333,Dun,0.005333333000001161,2.522666666000001,95.13742074395806,95.13742074395806,23.784355185989515
,15.317,15.295,J2,0.02200000000000024,2.4426666669999992,98.2532750957624,96.69534791986024,24.5633187739406
,17.817,17.788333333,Dun,0.028666666999999535,2.4933333330000007,96.25668450484713,96.54912678152253,24.064171126211782
,20.206,20.212333333,J2,0.006333333000000607,2.4239999999999995,99.00990099009903,97.16432033366665,24.752475247524757
,22.654,22.644333333,J2,0.009666667000001183,2.4319999999999986,98.68421052631585,97.4682983721965,24.671052631578963
,25.117,25.119,Dun,0.0019999999999988916,2.474666667000001,96.98275860762621,97.83736594493013,24.245689651906552
,27.543,27.537666666,J2,0.005333333999999468,2.418666666,99.22822494466048,98.03235591470974,24.80705623616512
,29.9,29.895,J2,0.004999999999999005,2.357333334,101.80995472233883,99.14300995820808,25.452488680584707
,32.282,32.284333333,J2,0.002333333000002824,2.3893333329999997,100.44642858544175,99.43031547727662,25.111607146360438
,34.704,34.713666667,Dun,0.00966666699999763,2.429333333999999,98.79253564797135,99.45198050160772,24.698133911992837
,37.065,37.079,J2,0.014000000000002899,2.3653333330000024,101.46561444496405,100.34855166907529,25.36640361124101
,39.491,39.495,J2,0.003999999999997783,2.415999999999997,99.337748344371,100.37045634901739,24.83443708609275
,41.917,41.913666666,J2,0.003333334000004129,2.418666666,99.22822494466048,99.85411039348172,24.80705623616512
,44.337,44.329666667,Dun,0.007333333000005382,2.4160000010000005,99.33774830325423,99.63237433704421,24.834437075813558
,46.689,46.687,J2,0.0020000000000024443,2.3573333329999997,101.80995476552744,100.23585816055544,25.45248869138186
,49.117,49.119,J2,0.0020000000000024443,2.432000000000002,98.6842105263157,99.67957737682578,24.671052631578924
,51.583,51.556333333,Dun,0.026666667000000643,2.437333332999998,98.46827134825887,99.50568197760334,24.617067837064717
,53.983,53.980333333,J2,0.002666666999999734,2.4239999999999995,99.00990099009903,99.46201718669104,24.752475247524757
,56.423,56.404333333,J2,0.018666667000005077,2.4239999999999995,99.00990099009903,99.39644772406001,24.752475247524757
,58.764,58.775,Dun,0.01099999999999568,2.370666667000002,101.23734531759872,99.28192583447427,25.30933632939968
,61.123,61.081666667,Dun,0.0413333329999972,2.306666667000002,104.04624275953081,100.35433228111728,26.011560689882703
,63.376,63.353666667,Dun,0.022333332999998845,2.2719999999999985,105.63380281690148,101.78743857484582,26.40845070422537
,65.605,65.591,Dun,0.014000000000010004,2.237333332999995,107.27056020668536,103.43957041816309,26.81764005167134
,67.718,67.724333333,Dun,0.006333333000000607,2.13333333300001,112.50000001757759,106.1375902236588,28.125000004394398
,69.804,69.809666667,Dun,0.005666666999999848,2.0853333339999978,115.08951402970297,108.90802396607964,28.772378507425742
,71.708,71.684333333,Dun,0.02366666700000053,1.874666665999996,128.02275964723455,113.70332734362039,32.00568991180864
,73.508,73.505666667,Dun,0.0023333329999957186,1.821333334000002,131.77159585220645,118.93088595068139,32.94289896305161
,75.248,75.249666666,J2,0.0016666659999913236,1.7439999989999961,137.61467897799037,124.99970970494239,34.40366974449759
,76.936,76.935,Dun,0.0010000000000047748,1.6853333340000063,142.40506323480759,130.98072234838838,35.601265808701896
,78.618,78.620333333,Dun,0.0023333330000099295,1.6853333330000027,142.4050633193046,136.4438322063087,35.60126582982615
,80.234,80.236333333,J2,0.0023333330000099295,1.6159999999999997,148.51485148514854,140.54225057389152,37.128712871287135
,81.874,81.892333333,J2,0.018333333000001062,1.6559999999999917,144.92753623188477,143.17343864982718,36.23188405797119
,83.545,83.548333333,J2,0.0033333330000004935,1.656000000000006,144.92753623188355,144.6360101006058,36.23188405797089
,85.167,85.175,J2,0.007999999999995566,1.626666666999995,147.54098357632404,145.66319416890911,36.88524589408101
,86.811,86.820333333,J2,0.00933333299998651,1.6453333329999964,145.86709889503013,146.35560128405422,36.46677472375753
,88.425,88.412333333,Dun,0.012666666999990639,1.592000000000013,150.75376884421988,146.80338475586845,37.68844221105497
,90.017,90.017666667,Dun,0.000666667000004395,1.6053333339999938,149.50166106748327,147.7182097229882,37.37541526687082
,91.597,91.593666667,Dun,0.0033333330000004935,1.5759999999999934,152.2842639593915,149.18955526848976,38.071065989847874
,93.148,93.137666666,J2,0.01033333399999492,1.5439999990000075,155.4404146084451,150.76944147491398,38.86010365211128
,94.72,94.719,J2,0.0010000000000047748,1.5813333339999929,151.77065760886634,151.95015321768125,37.942664402216586
,96.288,96.281666667,Dun,0.006333333000000607,1.562666667000002,153.58361771467906,152.51612299177307,38.395904428669766
,97.807,97.812333333,J2,0.005333332999995832,1.530666666000002,156.79442515539807,153.97467580935603,39.19860628884952
,99.332,99.316333333,Dun,0.015666666999990753,1.5040000000000049,159.57446808510588,155.43271663449892,39.89361702127647
,100.858,100.868333333,Dun,0.010333332999991285,1.5519999999999925,154.63917525773272,155.2724687643564,38.65979381443318
,102.407,102.396333333,Dun,0.0106666669999953,1.5280000000000058,157.06806282722454,156.33194980802804,39.267015706806134
,103.868,103.865666667,Dun,0.0023333329999957186,1.469333333999998,163.3393828659987,158.283102838292,40.83484571649967
,105.352,105.348333333,Dun,0.0036666670000045087,1.482666666,161.8705036699058,159.2983185411935,40.46762591747645
,106.856,106.841666667,Dun,0.014333332999996173,1.493333333999999,160.71428564253839,159.52628205268002,40.178571410634596
,108.331,108.305666667,Dun,0.025333333000006064,1.4639999999999986,163.93442622950835,161.38533224703514,40.98360655737709
,109.803,109.772333333,J2,0.03066666699999132,1.466666666000009,163.6363637107428,162.69899242373882,40.9090909276857
,111.279,111.273666666,J2,0.005333333999999468,1.501333332999991,159.85790412075093,162.00269667468925,39.96447603018773
,112.742,112.727,Dun,0.015000000000000568,1.453333334000007,165.13761460314709,162.65611886133752,41.28440365078677
,114.18,114.172333333,Dun,0.007666667000009397,1.4453333329999936,166.05166055490196,163.72359384381022,41.51291513872549
,115.62,115.604333333,Dun,0.015666667000004963,1.4320000000000022,167.59776536312825,164.45626167053422,41.89944134078206
,117.011,117.025666667,Dun,0.014666667000000189,1.4213333339999963,168.85553462999314,165.50009585438428,42.213883657498286
,118.44,118.449666667,Dun,0.009666667000004736,1.4240000000000066,168.53932584269586,167.23638019877325,42.134831460673965
e,119.831,119.831,J2,0.0,1.3813333330000006,173.74517378710058,168.95789203556396,43.436293446775146
,121.252,121.260333333,J2,0.008333333000010157,1.4293333330000024,167.91044780035196,169.32964948465397,41.97761195008799
,122.681,122.665666666,J2,0.015333333999990373,1.4053333330000015,170.7779886553077,169.96569414308982,42.694497163826924
,124.126,124.135,Dun,0.009000000000000341,1.469333333999998,163.3393828659987,168.86246379029095,40.83484571649967
,125.545,125.524333333,J2,0.020666667000000416,1.3893333329999962,172.74472173050546,169.70354296785288,43.186180432626365
,126.964,126.940333333,J2,0.02366666700000053,1.4159999999999968,169.4915254237292,168.8528132951786,42.3728813559323
,128.391,128.40433333299998,Dun,0.013333332999991399,1.4639999999999844,163.93442622950994,168.05760898101022,40.983606557377485
,129.815,129.82299999999998,Dun,0.007999999999981355,1.4186666669999966,169.1729322910782,167.7365977081643,42.29323307276955
,131.229,131.21499999999995,Dun,0.014000000000066848,1.3919999999999675,172.4137931034523,169.551479755655,43.10344827586307
,132.639,132.63633333299998,Dun,0.0026666670000281556,1.4213333330000353,168.85553474878932,168.7736423593118,42.21388368719733
,134.061,134.041666667,Dun,0.019333333000020048,1.4053333340000052,170.7779885337859,169.03093498132313,42.694497133446475
,135.486,135.473666666,J2,0.012333333999976048,1.431999999000027,167.59776548016288,169.76360283145374,41.89944137004072
,136.919,136.89499999999998,Dun,0.02400000000002933,1.4213333339999679,168.85553462999653,169.7001232992374,42.21388365749913
,138.33,138.324333333,J2,0.005666667000014058,1.4293333330000166,167.91044780035028,168.799454238617,41.97761195008757
,139.809,139.812333333,Dun,0.0033333330000004935,1.4879999999999995,161.2903225806452,167.28641180498818,40.3225806451613
,141.221,141.231,J2,0.009999999999990905,1.4186666669999966,169.1729322910782,166.96540055644664,42.29323307276955
,142.688,142.68166666699997,Dun,0.006333333000014818,1.4506666669999788,165.44117643257567,166.5340827469292,41.36029410814392
,144.093,144.097666667,Dun,0.004666667000009284,1.4160000000000252,169.4915254237258,166.66128090567503,42.37288135593145
,145.49,145.49233333299998,J2,0.002333332999967297,1.3946666659999778,172.0841301013814,167.49601736588127,43.02103252534535
,146.858,146.855,J2,0.0030000000000143245,1.3626666670000134,176.1252445753101,170.46300176481424,44.03131114382752
,148.25,148.252333333,J2,0.0023333329999957186,1.397333333000006,171.75572523181123,170.97956035296085,42.93893130795281
,149.648,149.647,J2,0.0010000000000047748,1.3946666669999956,172.0841299779919,172.3081510620441,43.02103249449797
,151.04,151.041666667,Dun,0.001666666999994959,1.3946666669999956,172.0841299779919,172.8266719728973,43.02103249449797
,152.447,152.44699999999995,Dun,5.684341886080802e-14,1.4053333329999589,170.77798865531287,172.56544368368358,42.69449716382822
,153.849,153.84433333299998,J2,0.004666667000009284,1.3973333330000344,171.75572523180773,171.69153981498312,42.93893130795193
,155.286,155.28433333299998,Dun,0.0016666670000233808,1.4399999999999977,166.66666666666694,170.67372810195425,41.666666666666735
,156.712,156.71099999999998,J2,0.0010000000000047748,1.4266666670000063,168.22429902611506,169.90176191157892,42.056074756528766
,158.12,158.116333333,J2,0.0036666670000045087,1.4053333330000157,170.77798865530596,169.64053364704174,42.69449716382649
,159.518,159.51899999999998,Dun,0.0009999999999763531,1.402666666999977,171.1026615562997,169.7054682272391,42.77566538907492
,160.866,160.857666666,J2,0.008333334000013792,1.338666666000023,179.28286861517762,171.21089690391307,44.820717153794405
,162.174,162.18566666599995,J2,0.011666665999939596,1.3279999999999461,180.72289156627238,174.02214188383414,45.180722891568095
,163.531,163.52166666699998,Dun,0.009333333000029143,1.3360000010000306,179.64071842840852,176.30542576429283,44.91017960710213
,164.869,164.839,Dun,0.030000000000001137,1.3173333330000219,182.1862348639105,178.58707500601375,45.546558715977625
,166.187,166.18566666599995,J2,0.0013333340000656335,1.3466666659999476,178.2178218704118,180.01010706883613,44.55445546760295
,167.562,167.553666667,Dun,0.008333333000024368,1.3680000010000413,175.4385963629782,179.24125261839626,43.85964909074455
,168.897,168.887,Dun,0.009999999999990905,1.333333333000013,180.00000004499825,179.09667431414144,45.00000001124956
,170.22,170.207,Dun,0.01300000000000523,1.3199999999999932,181.81818181818275,179.53216699209628,45.45454545454569
,171.518,171.529666667,Dun,0.011666666999985864,1.322666666999993,181.45161285749805,179.3852425908138,45.36290321437451
,172.799,172.809666666,J2,0.010666665999991665,1.2799999990000117,187.50000014648265,181.241678246028,46.87500003662066
,174.11,174.111,J2,0.0009999999999763531,1.3013333339999917,184.42622941371724,183.0392048561758,46.10655735342931
,175.434,175.42033333299997,Dun,0.013666667000023835,1.3093333329999837,183.29938904870377,183.69908265691691,45.82484726217594
,176.741,176.732333333,J2,0.008666666999999961,1.3120000000000402,182.92682926828707,183.92081214693775,45.731707317071766
