Comment,Marker in sec,Selected Onset,taken from drum,deviation from Cycles' marker,IOI,bpm,Smoothed bpm,cpm
,19.826999999999998,19.825666666,Dun,0.001333333999998132,,,,
,22.153,22.151,Dun,0.0019999999999988916,2.3253333339999998,103.21100914472163,103.21100914472163,25.802752286180407
,24.401,24.399,Dun,0.0019999999999988916,2.248000000000001,106.76156583629889,104.98628749051025,26.69039145907472
,26.686,26.684333333,Dun,0.0016666669999985118,2.2853333330000005,105.01750293247044,104.99669263783032,26.25437573311761
,28.942,28.940333333,Dun,0.0016666669999985118,2.2560000000000002,106.38297872340425,105.34326415922379,26.595744680851062
,31.239,31.212333333,Dun,0.026666667000000643,2.2719999999999985,105.63380281690148,105.40137189075934,26.40845070422537
,33.423,33.423,J2,0.0,2.2106666670000017,108.56453556867233,106.47207717554947,27.14113389216808
,35.624,35.625666666,J2,0.001666665999998429,2.202666665999999,108.958837805375,106.91153156936471,27.23970945134375
,37.808,37.793666666,Dun,0.014333333999999809,2.1679999999999993,110.70110701107015,108.04825238508465,27.675276752767537
,40.014,39.996333333,Dun,0.017666667000000302,2.2026666670000026,108.95883775590804,108.56342419158541,27.23970943897701
,42.237,42.225666666,Dun,0.011333333999999695,2.2293333329999996,107.65550240844134,108.96776410989337,26.913875602110334
,44.467,44.433666666,Dun,0.03333333399999816,2.2079999999999984,108.69565217391312,108.99398743094153,27.17391304347828
,46.663,46.620333333,Dun,0.04266666699999888,2.1866666669999972,109.75609754424464,109.15343937871546,27.43902438606116
,48.799,48.769666666,J2,0.029333334000000377,2.1493333330000013,111.66253103468705,109.34572418343882,27.915632758671762
,50.945,50.943,J2,0.0020000000000024443,2.1733333339999987,110.42944781888674,109.6398461960346,27.607361954721686
,53.104,53.097666666,J2,0.006333333999997137,2.1546666660000042,111.3861386483247,110.38597344401126,27.846534662081176
,55.238,55.247,J2,0.009000000000000341,2.149333333999998,111.66253098273506,110.97934920577563,27.915632745683766
,57.389,57.396333333,J2,0.007333332999998277,2.1493333330000013,111.66253103468705,111.36063590386411,27.915632758671762
,59.513,59.511,J2,0.001999999999995339,2.1146666670000016,113.49306429484653,111.72674255589602,28.373266073711633
