Comment,Marker in sec,Selected Onset,taken from drum,deviation from Cycles' marker,IOI,bpm,Smoothed bpm,cpm
,6.38,6.380333332999999,J2,0.0003333329999994916,,,,
,8.428,8.441666666,J2,0.013666665999998884,2.0613333330000003,116.42949549101381,116.42949549101381,29.107373872753453
,10.611,10.609666666,Dun,0.0013333339999999083,2.168000000000001,110.70110701107006,113.56530125104194,27.675276752767516
,12.695,12.673666666,J2,0.021333333999999482,2.064,116.27906976744185,114.46989075650858,29.069767441860463
,14.771,14.761666666,Dun,0.009333334000000804,2.087999999999999,114.94252873563222,114.58805025128949,28.735632183908056
,16.804,16.815,Dun,0.011000000000002785,2.0533333340000013,116.88311684516775,115.04706357006515,29.220779211291937
,18.927,18.935,J2,0.007999999999999119,2.1199999999999974,113.20754716981146,114.40267390582467,28.301886792452866
,21.007,21.028333333,Dun,0.021333332999997623,2.0933333330000004,114.64968154691871,115.19238881299438,28.66242038672968
,23.096,23.111,J2,0.015000000000000568,2.0826666670000016,115.23687578181219,114.98395001586846,28.809218945453047
,25.194,25.199,J2,0.005000000000002558,2.088000000000001,114.94252873563214,114.98395001586846,28.735632183908034
,27.285,27.289666666,J2,0.004666665999998543,2.090666665999997,114.79591840395294,114.56651032762548,28.698979600988235
,29.357,29.359,Dun,0.0020000000000024443,2.069333334000003,115.9793814059343,115.12087717485005,28.994845351483576
,31.448,31.452333333,Dun,0.004333332999998163,2.093333332999997,114.64968154691891,115.12087717485011,28.66242038672973
,33.462,33.455,Dun,0.007000000000005002,2.0026666669999997,119.84021302932089,116.04154462435186,29.960053257330223
,35.507,35.532333333000004,Dun,0.025333333000006064,2.0773333330000057,115.53273429324948,116.15958573587531,28.88318357331237
,37.592,37.607,J2,0.015000000000000568,2.0746666669999954,115.6812339145759,116.3366488379999,28.920308478643975
,39.74,39.745666666,Dun,0.005666665999996212,2.138666665999999,112.21945140655225,115.58466283812349,28.054862851638063
,41.775,41.769666666,Dun,0.005333333999999468,2.024000000000001,118.57707509881418,116.37014154850253,29.644268774703544
,43.857,43.868333333,Dun,0.011333333000003165,2.0986666670000034,114.35832272643592,115.27376348792555,28.58958068160898
,45.95,45.953666666,Dun,0.003666665999993768,2.085333332999994,115.08951408489315,115.18511944625429,28.77237852122329
,48.039,48.039,J2,0.0,2.085333334000005,115.08951402970257,115.06677546927963,28.772378507425643
,50.124,50.121666666,Dun,0.002333333999999354,2.0826666660000015,115.2368758371436,115.67026035539789,28.8092189592859
,52.212,52.215,Dun,0.0030000000000001137,2.0933333340000004,114.64968149214975,114.884781634065,28.66242037303744
,54.275,54.279,Dun,0.0040000000000048885,2.064,116.27906976744185,115.26893104226619,29.069767441860463
,56.373,56.369666666,Dun,0.0033333339999970235,2.090666665999997,114.79591840395294,115.21021190607814,28.698979600988235
