Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:00:56,020","00:01:16,100",au,56.02,76.1,20.08,"[57.05  58.772 60.383 61.914 63.335 64.711 66.084 67.407 68.663 69.935
 71.132 72.282 73.471 74.658 75.807]","[1.722 1.611 1.531 1.421 1.376 1.373 1.323 1.256 1.272 1.197 1.15  1.189
 1.187 1.149]",14,29
Section_2,"00:01:26,340","00:01:41,240",au,86.34,101.24,14.9,"[ 86.679  87.77   88.89   89.956  91.058  92.135  93.199  94.271  95.324
  96.399  97.45   98.506  99.554 100.615]","[1.091 1.12  1.066 1.102 1.077 1.064 1.072 1.053 1.075 1.051 1.056 1.048
 1.061]",13,34
Section_3,"00:01:38,880","00:01:58,020",au,98.88,118.02,19.14,"[ 99.554 100.615 101.671 102.743 103.794 104.812 105.836 106.874 107.924
 108.948 109.991 111.015 112.028 113.052 114.058 115.071 116.063 117.082]","[1.061 1.056 1.072 1.051 1.018 1.024 1.038 1.05  1.024 1.043 1.024 1.013
 1.024 1.006 1.013 0.992 1.019]",17,34
Section_4,"00:01:39,460","00:01:58,860",au,99.46,118.86,19.4,"[ 99.554 100.615 101.671 102.743 103.794 104.812 105.836 106.874 107.924
 108.948 109.991 111.015 112.028 113.052 114.058 115.071 116.063 117.082
 118.127]","[1.061 1.056 1.072 1.051 1.018 1.024 1.038 1.05  1.024 1.043 1.024 1.013
 1.024 1.006 1.013 0.992 1.019 1.045]",18,36
Section_5,"00:02:00,800","00:02:12,580",au,120.8,132.58,11.78,"[121.242 122.263 123.298 124.29  125.34  126.338 127.364 128.402 129.412
 130.428 131.388 132.442]",[1.021 1.035 0.992 1.05  0.998 1.026 1.038 1.01  1.016 0.96  1.054],11,37
Section_6,"00:02:26,440","00:02:39,840",au,146.44,159.84,13.4,"[146.578 147.535 148.556 149.57  150.588 151.578 152.604 153.623 154.647
 155.61  156.658 157.642 158.674 159.682]","[0.957 1.021 1.014 1.018 0.99  1.026 1.019 1.024 0.963 1.048 0.984 1.032
 1.008]",13,46
Section_7,"00:02:26,620","00:02:41,600",au,146.62,161.6,14.98,"[147.535 148.556 149.57  150.588 151.578 152.604 153.623 154.647 155.61
 156.658 157.642 158.674 159.682 160.711]","[1.021 1.014 1.018 0.99  1.026 1.019 1.024 0.963 1.048 0.984 1.032 1.008
 1.029]",13,53
Section_8,"00:02:39,520","00:02:56,940",au,159.52,176.94,17.42,"[159.682 160.711 161.727 162.74  163.716 164.716 165.716 166.775 167.759
 168.759 169.77  170.775 171.754 172.796 173.81  174.831 175.85  176.828]","[1.029 1.016 1.013 0.976 1.    1.    1.059 0.984 1.    1.011 1.005 0.979
 1.042 1.014 1.021 1.019 0.978]",17,53
Section_9,"00:02:58,420","00:03:11,320",au,178.42,191.32,12.9,"[178.863 179.911 180.948 181.964 182.946 183.924 184.927 185.887 186.911
 187.89  188.863 189.844 190.788]",[1.048 1.037 1.016 0.982 0.978 1.003 0.96  1.024 0.979 0.973 0.981 0.944],12,55
Section_10,"00:03:12,360","00:04:06,760",au,192.36,246.76,54.4,"[192.81  193.828 194.804 195.786 196.762 197.738 198.708 199.658 200.623
 201.535 202.53  203.492 204.466 205.455 206.45  207.415 208.372 209.314
 210.258 211.194 212.13  213.098 214.108 215.071 216.044 216.97  217.914
 218.916 219.86  220.86  221.871 222.844 223.81  224.764 225.698 226.692
 227.652 228.615 229.543 230.527 231.484 232.458 233.415 234.356 235.343
 236.292 237.234 238.255 239.204 240.132 241.103 242.028 242.994 243.951
 244.94  245.895]","[1.018 0.976 0.982 0.976 0.976 0.97  0.95  0.965 0.912 0.995 0.962 0.974
 0.989 0.995 0.965 0.957 0.942 0.944 0.936 0.936 0.968 1.01  0.963 0.973
 0.926 0.944 1.002 0.944 1.    1.011 0.973 0.966 0.954 0.934 0.994 0.96
 0.963 0.928 0.984 0.957 0.974 0.957 0.941 0.987 0.949 0.942 1.021 0.949
 0.928 0.971 0.925 0.966 0.957 0.989 0.955]",55,92
