2nd Level m.cycle,J2 Instances,J1 Instances,Dun Instances,Mean J2 Onsets,Mean J1 Onsets,Mean Dun Onsets,Virtual Onset,Parts,Comment,IOI,bpm,Smoothed bpm,cpm
26.609666666,1,1,1,26.599,26.623,26.609666666,26.610555555333335,1.0,,,,,
28.588333333,1,0,1,28.588333333,,28.583,28.5856666665,,,1.9751111111666653,121.51215121170372,121.51215121170372,30.37803780292593
30.577666666,1,1,1,30.577666666,30.564333333,30.583,30.57499999966667,,,1.9893333331666696,120.6434316454961,121.07779142859991,30.160857911374023
32.492333333,1,1,1,32.492333333,32.479,32.484333333,32.485222222,,,1.9102222223333278,125.63983247291569,122.59847177670515,31.40995811822892
34.425666666,1,1,1,34.425666666,34.423,34.439,34.429222222,,,1.9440000000000026,123.45679012345663,123.24668474728946,30.864197530864157
36.353666666,1,1,1,36.353666666,36.356333333,36.353666666,36.354555555,,,1.9253333329999975,124.65373963376985,124.58345407671406,31.16343490844246
38.281666666,1,1,1,38.289666666,38.303,38.281666666,38.291444444,,,1.9368888890000022,123.91005047476408,124.00686007733019,30.97751261869102
40.145666666,1,1,1,40.145666666,40.153666666,40.135,40.14477777733333,,,1.8533333333333317,129.49640287769796,126.02006432874396,32.37410071942449
42.049666666,1,0,1,42.049666666,,42.033666666,42.041666666,,,1.8968888886666662,126.52296158933028,126.64313831393078,31.63074039733257
43.913666666,1,1,1,43.913666666,43.927,43.935,43.925222222,,,1.8835555560000046,127.41859364619634,127.8126527044082,31.854648411549086
45.820333333,1,1,1,45.820333333,45.825666666,45.825666666,45.82388888833333,,,1.8986666663333267,126.40449440421472,126.78201654658045,31.60112360105368
47.649666666,1,0,1,47.649666666,,47.679,47.664333333,,,1.840444444666673,130.4032842151163,128.07545742184246,32.60082105377907
49.508333333,1,1,1,49.508333333,49.505666666,49.511,49.508333333,,,1.8440000000000012,130.15184381778732,128.9865408123728,32.53796095444683
51.377666666,1,1,1,51.377666666,51.383,51.399,51.38655555533334,,,1.878222222333335,127.78040699670005,129.4451783432012,31.945101749175013
53.241666666,1,1,1,53.241666666,53.228333333,53.252333333,53.240777777333335,,,1.854222221999997,129.43432408070902,129.12219163173214,32.358581020177255
55.073666666,1,1,1,55.073666666,55.089666666,55.087,55.08344444400001,,,1.8426666666666733,130.24602026049158,129.15358377930022,32.561505065122894
56.927,1,1,1,56.911,56.903,56.927,56.913666666666664,,,1.8302222226666558,131.13161725810383,130.2706538664348,32.78290431452596
58.737666666,1,1,1,58.737666666,58.740333333,58.743,58.740333333,,,1.8266666663333382,131.38686133784398,130.92149961881313,32.846715334460995
60.556333333,1,1,1,60.556333333,60.553666666,60.561666666,60.55722222166667,,,1.8168888886666679,132.09393347995268,131.53747069196683,33.02348336998817
62.359,1,1,1,62.359,62.369666666,62.375,62.36788888866667,,,1.8106666669999996,132.54786448222612,132.0095531000076,33.13696612055653
64.151,1,1,1,64.151,64.167,64.172333333,64.16344444433332,,,1.7955555556666525,133.66336632836348,132.76838809684742,33.41584158209087
65.967,1,1,1,65.967,65.996333333,65.969666666,65.97766666633332,,,1.814222221999998,132.28809408773753,132.8331082994424,33.07202352193438
67.732333333,1,1,1,67.745666666,67.737666666,67.732333333,67.738555555,,,1.7608888886666847,136.29480062295352,134.08208701301817,34.07370015573838
69.553666666,1,1,1,69.529666666,69.556333333,69.553666666,69.546555555,,,1.8079999999999927,132.74336283185895,133.77541918085,33.185840707964736
71.335,1,0,1,71.335,,71.345666666,71.34033333299999,,,1.793777777999992,133.79583744625978,134.27800030035743,33.448959361564945
73.121666666,0,1,1,,73.119,73.121666666,73.12033333299999,,,1.7800000000000011,134.83146067415723,133.7902203174253,33.70786516853931
74.873666666,1,1,1,74.847,74.857666666,74.873666666,74.859444444,,,1.739111111000014,138.0015333591863,135.5429438265344,34.50038333979658
76.655,0,1,1,,76.660333333,76.655,76.6576666665,,,1.7982222225000015,133.4651507455719,135.43271492630515,33.36628768639297
78.399,1,1,1,78.399,78.396333333,78.423,78.406111111,,,1.7484444444999951,137.26487035659466,136.2438514871176,34.316217589148664
80.18033333300001,1,1,1,80.18033333300001,80.207,80.196333333,80.19455555533334,,,1.7884444443333365,134.19483102225342,134.97495070814,33.548707755563356
81.956333333,1,1,1,81.927,81.959,81.956333333,81.94744444433334,,,1.7528888890000047,136.916835691118,136.12551235665535,34.2292089227795
83.700333333,1,1,1,83.700333333,83.69500000000001,83.713666666,83.70299999966666,,,1.7555555553333164,136.7088607767999,135.94017583005711,34.177215194199974
