2nd Level m.cycle,J2 Instances,J1 Instances,Dun Instances,Mean J2 Onsets,Mean J1 Onsets,Mean Dun Onsets,Virtual Onset,Parts,Comment,IOI,bpm,Smoothed bpm,cpm
13.001666666,1,1,1,13.001666666,12.975,12.985666666,12.987444444,1.0,,,,,
15.015,1,1,1,15.031,15.023,15.015,15.023000000000001,,,2.035555556000002,117.90393010526103,117.90393010526103,29.475982526315256
17.111,1,1,1,17.137666666,17.100333333000002,17.111,17.116333333,,,2.0933333329999986,114.64968154691881,116.27680582608991,28.662420386729703
19.201666666,1,1,1,19.217666666,19.183,19.201666666,19.200777777333332,,,2.0844444443333323,115.13859275667056,115.8974014696168,28.78464818916764
21.311,1,1,1,21.311,21.303,21.311,21.308333333333334,,,2.107555556000001,113.87600166303747,114.55475865554229,28.469000415759368
23.415,1,1,1,23.415,23.399,23.412333333,23.408777777666668,,,2.100444444333334,114.26153195695413,114.42537545888739,28.565382989238532
25.569666666,1,1,1,25.569666666,25.540333333,25.567,25.558999999666668,,,2.150222222,111.61637041252753,113.25130134417304,27.904092603131883
27.711,1,1,1,27.711,27.681666666,27.695,27.695888888666662,,,2.1368888889999944,112.31281197419368,112.73023811455845,28.07820299354842
29.871,1,1,1,29.871,29.849666666,29.863,29.861222222,,,2.1653333333333364,110.83743842364517,111.58887360345545,27.709359605911292
31.956333333,0,1,1,,31.967,31.956333333,31.9616666665,,,2.1004444445000026,114.26153194788756,112.47059411524214,28.56538298697189
34.089666666,1,0,1,34.103,,34.089666666,34.096333333000004,,,2.134666666500003,112.42973142664177,112.50956726605817,28.10743285666044
36.201666666,1,0,1,36.201666666,,36.191,36.196333333,,,2.0999999999999943,114.28571428571459,113.65899255341465,28.571428571428648
38.332333333,1,0,1,38.332333333,,38.335,38.3336666665,,,2.1373333335000027,112.28945725886688,113.00163432374107,28.07236431471672
40.399,1,1,1,40.399,40.399,40.391,40.39633333333333,,,2.06266666683333,116.3542339918914,114.30980184549095,29.08855849797285
42.505666666,1,0,1,42.511,,42.505666666,42.508333333,,,2.111999999666672,113.63636365429838,114.09335163501889,28.409090913574595
44.540333333,0,1,1,,44.553666666,44.540333333,44.5469999995,,,2.0386666664999993,117.72400262571325,115.90486675730101,29.431000656428314
46.660333333,1,1,1,46.660333333,46.641666666,46.668333333,46.65677777733333,,,2.1097777778333295,113.75605645371424,115.03880757790863,28.43901411342856
48.708333333,1,1,1,48.732333333,48.716333333,48.708333333,48.718999999666664,,,2.0622222223333324,116.3793103385572,115.95312313932823,29.0948275846393
50.788333333,1,1,1,50.801666666,50.791,50.788333333,50.79366666633333,,,2.0746666666666655,115.68123393316202,115.27220024181116,28.920308483290505
52.831,1,0,1,52.831,,52.807,52.819,,,2.025333333666673,118.49901248872594,116.85318558681506,29.624753122181485
54.871,1,1,1,54.876333333,54.857666666,54.871,54.868333333,,,2.049333333,117.11125571195694,117.09716737794831,29.277813927989236
56.868333333,1,0,1,56.868333333,,56.852333333,56.860333333,,,1.9919999999999973,120.48192771084354,118.69739863717548,30.120481927710884
58.921666666,1,0,1,58.921666666,,58.927,58.924333333,,,2.064,116.27906976744185,117.95741773008076,29.069767441860463
60.964333333,1,1,1,60.988333333,60.983,60.964333333,60.97855555533332,,,2.0542222223333226,116.83254001964403,117.86451249930981,29.208135004911007
63.063,1,1,1,63.076333333,63.060333333,63.063,63.06655555533333,,,2.088000000000008,114.94252873563174,116.0180461742392,28.735632183907935
65.081666666,1,1,1,65.100333333,65.092333333,65.081666666,65.09144444399999,,,2.024888888666659,118.52502196208616,116.7666969057873,29.63125549052154
67.172333333,1,0,1,67.172333333,,67.172333333,67.172333333,,,2.0808888890000077,115.33532677726701,116.26762582499498,28.833831694316753
69.191,1,1,1,69.191,69.193666666,69.191,69.19188888866667,,,2.0195555556666704,118.83802816247568,117.56612563394295,29.70950704061892
71.241666666,1,1,1,71.249666666,71.220333333,71.241666666,71.23722222166667,,,2.045333333000002,117.34028685093539,117.17121393022603,29.335071712733846
73.244333333,1,1,1,73.239,73.265666666,73.244333333,73.24966666633333,,,2.012444444666656,119.25795051686704,118.47875517675936,29.81448762921676
75.236333333,1,1,1,75.239,75.223,75.236333333,75.23277777766667,,,1.9831111113333435,121.02196323161951,119.20673353314065,30.255490807904877
77.204333333,1,1,0,77.204333333,77.175,,77.18966666649999,,,1.9568888888333191,122.64365205889948,120.97452193579534,30.66091301472487
79.175,1,0,1,79.169666666,,79.175,79.172333333,,,1.982666666500009,121.04909214198408,121.5715691441677,30.26227303549602
81.087,1,1,0,81.087,81.073666666,,81.080333333,,,1.9080000000000013,125.7861635220125,123.15963590763202,31.446540880503125
82.881666666,1,1,1,82.881666666,82.868333333,82.887,82.87899999966668,,,1.7986666666666764,133.43217197924315,126.75580921441325,33.35804299481079
84.617666666,1,1,1,84.617666666,84.596333333,84.591,84.60166666633334,,,1.7226666666666688,139.31888544891623,132.84574031672398,34.82972136222906
86.345666666,1,0,1,86.345666666,,86.329666666,86.33766666599999,,,1.735999999666646,138.2488479528144,136.9999684603246,34.5622119882036
