2nd Level m.cycle,J2 Instances,J1 Instances,Dun Instances,Mean J2 Onsets,Mean J1 Onsets,Mean Dun Onsets,Virtual Onset,Parts,Comment,IOI,bpm,Smoothed bpm,cpm
13.313666666,1,1,1,13.313666666,13.335,13.337666666,13.328777777333334,1.0,,,,,
15.340333333,1,1,1,15.340333333,15.340333333,15.351,15.343888888666667,,,2.015111111333333,119.10013232034629,119.10013232034629,29.775033080086573
17.372333333,1,1,1,17.372333333,17.353666666000002,17.372333333,17.36611111066667,,,2.0222222220000017,118.68131869436048,118.89072550735338,29.67032967359012
19.332333333,1,1,0,19.332333333,19.316333333,,19.324333333,,m,1.9582222223333297,122.56014524951452,120.11386542140708,30.64003631237863
21.271,1,1,1,21.271,21.268333333,21.255,21.264777777666666,,,1.9404444446666673,123.68300502477287,121.64148965621597,30.920751256193217
23.273666666,1,0,0,23.273666666,,,23.273666666,,,2.0088888883333347,119.46902658171149,121.90405895199963,29.867256645427872
25.209666666,1,1,1,25.228333333,25.225666666,25.209666666,25.221222221666665,,,1.9475555556666642,123.23140117964236,122.12781092870891,30.80785029491059
27.263,1,1,0,27.263,27.255,,27.259,,m,2.0377777783333357,117.77535438446678,120.15859404860687,29.443838596116695
29.287,1,1,1,29.287,29.279,29.284333333,29.283444444333337,,,2.024444444333337,118.55104281660522,119.85259946023812,29.637760704151304
31.351,1,1,1,31.351,31.321666666,31.329666666,31.33411111066667,,,2.0506666663333313,117.03511055218398,117.78716925108533,29.258777638045995
33.391,1,1,1,33.391,33.364333333,33.380333333,33.37855555533333,,,2.0444444446666594,117.39130433506658,117.65915256795193,29.347826083766645
35.388333333,1,1,1,35.388333333,35.393666666,35.388333333,35.39011111066666,,,2.011555555333331,119.310649593384,117.91235482687819,29.827662398346
37.460333333,1,1,0,37.460333333,37.449666666,,37.454999999500004,,m,2.0648888888333445,116.2290142088949,117.64365604578182,29.057253552223724
39.460333333,0,1,1,,39.476333333,39.460333333,39.468333333000004,,,2.0133333335000003,119.20529800337702,118.24832060188531,29.801324500844256
41.519,1,0,1,41.489666666,,41.519,41.504333333,,,2.0359999999999943,117.87819253438147,117.77083491555113,29.469548133595367
43.508333333,1,1,1,43.505666666,43.492333333,43.508333333,43.50211111066667,,,1.9977777776666699,120.13348165295496,119.07232406357116,30.03337041323874
45.521666666,1,1,1,45.516333333,45.543,45.521666666,45.526999999666664,,,2.024888888999996,118.52502194257458,118.845565376637,29.631255485643646
47.516333333,1,0,1,47.503,,47.516333333,47.509666666499996,,,1.9826666668333317,121.04909212163349,119.902531905721,30.262273030408373
