2nd Level m.cycle,J2 Instances,J1 Instances,Dun Instances,Mean J2 Onsets,Mean J1 Onsets,Mean Dun Onsets,Virtual Onset,Parts,Comment,IOI,bpm,Smoothed bpm,cpm
35.351,1,1,1,35.351,35.335,35.348333333,35.34477777766667,1.0,,,,,
36.641666666,1,1,1,36.641666666,36.617666666,36.620333333,36.626555555,,,1.2817777773333319,187.23994458642184,187.23994458642184,46.80998614660546
37.905666666,1,1,1,37.905666666,37.879,37.892333333,37.892333333,,,1.2657777780000004,189.60674153974597,188.4233430630839,47.40168538493649
39.151,0,1,1,,39.153666666,39.151,39.152333333,,,1.259999999999998,190.47619047619077,189.1076255341195,47.61904761904769
40.455,1,0,0,40.455,,,40.455,,,1.302666666999997,184.23746157005226,188.10679786199634,46.059365392513065
41.705666666,1,1,1,41.705666666,41.700333333,41.719,41.708333333000006,,,1.2533333330000076,191.4893617530545,188.73433793309917,47.87234043826363
42.975,1,1,1,42.977666666,42.953666666,42.975,42.96877777733334,,,1.2604444443333307,190.4090268150929,188.71195004606656,47.60225670377322
44.215,1,0,1,44.215,,44.220333333,44.2176666665,,,1.2488888891666647,192.17081846259575,191.35640234358107,48.04270461564894
45.479,1,1,1,45.492333333,45.500333333,45.479,45.49055555533332,,,1.2728888888333216,188.5474860417505,190.37577710647972,47.13687151043762
46.748333333,1,1,1,46.719,46.751,46.748333333,46.73944444433334,,,1.248888889000014,192.17081848823887,190.96304099752834,48.042704622059716
47.985666666,1,1,1,47.988333333,47.985666666,47.985666666,47.986555554999995,,,1.2471111106666584,192.444761294529,191.05435527483942,48.11119032363225
49.249666666,0,1,1,,49.260333333,49.249666666,49.2549999995,,,1.2684444445000054,189.20812893354824,191.27456957210538,47.30203223338706
50.511,1,1,1,50.492333333,50.527,50.511,50.51011111099999,,,1.2551111114999927,191.218130252368,190.9570068268151,47.804532563092
51.791,1,1,1,51.793666666,51.793666666,51.791,51.792777777333335,,,1.2826666663333413,187.11018715881127,189.1788154482425,46.77754678970282
53.052333333,1,1,1,53.044333333,53.065666666,53.052333333,53.05411111066667,,,1.261333333333333,190.27484143763218,189.53438628293716,47.568710359408044
54.303,1,1,1,54.300333333,54.289666666,54.303,54.29766666633333,,,1.24355555566666,192.99499640877562,190.1266750017397,48.248749102193905
55.545666666,1,0,1,55.545666666,,55.551,55.548333333,,,1.2506666666666746,191.89765458422053,191.7224974768761,47.97441364605513
56.767,1,0,1,56.769666666,,56.767,56.768333333,,,1.2199999999999989,196.72131147541003,193.87132082280206,49.18032786885251
57.991,1,1,1,57.991,57.969666666,58.004333333,57.98833333300001,,,1.220000000000006,196.72131147540887,195.11342584501315,49.18032786885222
59.220333333,1,1,1,59.220333333,59.199,59.201666666,59.206999999666664,,,1.2186666666666568,196.93654266958583,196.79305520680157,49.23413566739646
60.447,1,1,1,60.447,60.428333333,60.444333333,60.439888888666665,,,1.2328888890000016,194.66474403436666,196.10753272645377,48.666186008591666
61.673666666,1,0,1,61.679,,61.673666666,61.676333333,,,1.236444444333337,194.10496047754302,195.2354157271652,48.526240119385754
62.900333333,1,1,1,62.900333333,62.919,62.913666666,62.91099999966667,,,1.2346666666666692,194.38444924406008,194.3847179186566,48.59611231101502
64.140333333,1,1,1,64.140333333,64.116333333,64.135,64.13055555533333,,,1.219555555666659,196.79300289752373,195.09413753970895,49.198250724380934
65.356333333,1,1,1,65.356333333,65.372333333,65.359,65.36255555533332,,,1.231999999999985,194.80519480519715,195.3275489822603,48.70129870129929
66.588333333,1,1,1,66.577666666,66.593666666,66.588333333,66.586555555,,,1.2239999996666882,196.07843142594385,195.8922097095549,49.01960785648596
67.804333333,1,1,1,67.804333333,67.791,67.796333333,67.797222222,,,1.2106666669999981,198.23788540797446,196.3738372130385,49.559471351993615
69.031,0,1,1,,69.012333333,69.031,69.02166666650001,,,1.2244444445000084,196.00725951923607,196.77452545105146,49.00181487980902
70.204333333,1,1,1,70.204333333,70.207,70.201666666,70.204333333,,,1.1826666664999834,202.93122888993113,199.05879127238055,50.73280722248278
71.391,1,1,1,71.391,71.415,71.412333333,71.40611111100002,,,1.2017777780000216,199.7041419749032,199.5475434613568,49.9260354937258
72.593666666,1,1,1,72.588333333,72.591,72.593666666,72.59099999966666,,,1.1848888886666487,202.55063769740568,201.72866952074665,50.63765942435142
73.801666666,1,1,1,73.801666666,73.799,73.807,73.80255555533334,,,1.2115555556666777,198.0924431219633,200.11574093142406,49.523110780490825
74.996333333,1,1,1,74.999,74.985666666,74.996333333,74.99366666633334,,,1.191111110999998,201.49253733222915,200.71187271719938,50.37313433305729
76.18033333300001,1,1,1,76.18033333300001,76.164333333,76.18033333300001,76.17499999966668,,,1.1813333333333418,203.16027088035972,200.91508377818408,50.79006772008993
77.348333333,1,1,1,77.348333333,77.343,77.337666666,77.34299999966667,,,1.1679999999999922,205.4794520547959,203.37742008912824,51.369863013698975
78.529666666,1,1,1,78.529666666,78.529666666,78.535,78.531444444,,,1.188444444333328,201.9446522253136,203.52812505348973,50.4861630563284
79.713666666,1,1,1,79.708333333,79.716333333,79.713666666,79.71277777733333,,,1.1813333333333276,203.16027088036216,203.52812505349053,50.79006772009054
80.903,1,0,1,80.897666666,,80.903,80.900333333,,,1.1875555556666768,202.09580836432315,202.40024382333297,50.52395209108079
82.023,1,1,1,82.017666666,82.004333333,82.023,82.01499999966667,,,1.1146666666666647,215.31100478468937,206.85569467645823,53.82775119617234
83.145666666,1,1,1,83.121666666,83.140333333,83.145666666,83.13588888833334,,,1.12088888866667,214.11578116853937,210.50753143918396,53.52894529213484
84.239,1,1,1,84.239,84.265666666,84.241666666,84.24877777733333,,,1.11288888899999,215.65495205514821,215.02724600279234,53.913738013787054
85.332333333,1,1,1,85.332333333,85.321666666,85.359,85.33766666633333,,,1.0888888890000032,220.40816324281482,216.72629882216748,55.102040810703706
86.433666666,1,1,1,86.433666666,86.412333333,86.452333333,86.43277777733334,,,1.0951111110000085,219.15584417807824,218.40631982534708,54.78896104451956
87.537666666,1,0,1,87.513666666,,87.537666666,87.525666666,,,1.0928888886666641,219.60146405441319,219.7218238251021,54.900366013603296
88.617666666,1,1,1,88.593666666,88.591,88.617666666,88.60077777733333,,,1.075111111333328,223.23274075584385,220.66334966277842,55.80818518896096
89.700333333,1,1,1,89.671,89.676333333,89.700333333,89.68255555533334,,,1.0817777780000029,221.85702542689813,221.56374341238507,55.46425635672453
90.772333333,1,1,1,90.753666666,90.748333333,90.772333333,90.75811111066668,,,1.075555555333338,223.14049591387104,222.743420698871,55.78512397846776
91.839,1,0,1,91.817666666,,91.839,91.82833333299999,,,1.0702222223333138,224.25249167107424,223.08333767061447,56.06312291776856
