2nd Level m.cycle,J2 Instances,J1 Instances,Dun Instances,Mean J2 Onsets,Mean J1 Onsets,Mean Dun Onsets,Virtual Onset,Parts,Comment,IOI,bpm,Smoothed bpm,cpm
22.281666666,1,1,0,22.281666666,22.268333333,,22.2749999995,1.0,,,,,
25.369666666,1,1,1,25.369666666,25.359,25.356333333,25.361666666333335,,,3.0866666668333345,77.7537796934258,77.7537796934258,19.43844492335645
28.409666666,1,1,0,28.409666666,28.393666666,,28.401666666,,,3.039999999666666,78.94736842970916,78.35057406156747,19.73684210742729
31.455,1,1,1,31.455,31.447,31.428333333,31.443444444333334,,,3.0417777783333335,78.90122733801482,78.5341251537166,19.725306834503705
34.497666666,1,1,0,34.497666666,34.500333333,,34.4989999995,,,3.0555555551666664,78.54545455545124,78.79801677439174,19.63636363886281
37.513666666,1,0,1,37.500333333,,37.513666666,37.506999999499996,,,3.0079999999999956,79.78723404255331,79.07797197867312,19.946808510638327
40.559,1,1,1,40.569666666,40.535,40.559,40.55455555533333,,,3.047555555833334,78.75164065200235,79.02810975000232,19.687910163000588
43.556333333,1,0,0,43.556333333,,,43.556333333,,,3.0017777776666676,79.95262067219248,79.49716512224937,19.98815516804812
46.559,1,0,0,46.559,,,46.559,,,3.0026666669999997,79.92895203375568,79.54440445265017,19.98223800843892
49.500333333,0,1,1,,49.508333333,49.500333333,49.504333333000005,,,2.9453333330000078,81.48483477608454,80.45546916067757,20.371208694021135
52.551,1,1,1,52.551,52.524333333,52.527,52.534111110999994,,,3.029777777999989,79.21373037412279,80.20917239465433,19.803432593530697
55.532333333,1,0,0,55.532333333,,,55.532333333,,,2.9982222220000025,80.0474355232765,80.24866689116128,20.011858880819126
58.521666666,1,1,0,58.521666666,58.497666666,,58.509666666,,,2.9773333330000042,80.60904613531214,79.95673734423714,20.152261533828035
61.396333333,1,1,1,61.396333333,61.393666666,61.383,61.39099999966667,,,2.8813333336666673,83.29477092974376,81.3170841961108,20.82369273243594
64.316333333,1,1,1,64.316333333,64.313666666,64.316333333,64.315444444,,,2.924444444333325,82.06686930403013,81.99022878969535,20.516717326007534
67.241666666,1,1,1,67.241666666,67.220333333,67.244333333,67.235444444,,,2.9200000000000017,82.19178082191776,82.51780701856389,20.54794520547944
70.137666666,1,1,1,70.161666666,70.140333333,70.137666666,70.146555555,,,2.911111111000011,82.44274809474942,82.2337994068991,20.610687023687355
73.020333333,1,1,1,73.020333333,72.996333333,73.017666666,73.01144444399999,,,2.8648888889999853,83.7728824044461,82.8024704403711,20.943220601111523
