2nd Level m.cycle,J2 Instances,J1 Instances,Dun Instances,Mean J2 Onsets,Mean J1 Onsets,Mean Dun Onsets,Virtual Onset,Parts,Comment,IOI,bpm,Smoothed bpm,cpm
18.193666667,1,1,1,18.188333333,18.191,18.193666667,18.191,1.0,,,,,
20.641666667,0,0,1,,,20.641666667,20.641666667,,,2.450666667,97.93253535120613,97.93253535120613,24.48313383780153
23.044333333,0,0,1,,,23.044333333,23.044333333,,,2.402666666000002,99.88901223637312,98.91077379378962,24.97225305909328
25.409666666,1,1,0,25.409666666,25.409666666,,25.409666666,,,2.365333332999999,101.4656144449642,99.76238734418115,25.36640361124105
27.799,1,1,0,27.799,27.796333333,,27.7976666665,,,2.3880000005,100.50251254177083,100.61904640770273,25.125628135442707
30.172333333,1,0,1,30.172333333,,30.193666667,30.183,,,2.3853333335,100.61486863466916,100.86099854046807,25.15371715866729
32.575,1,1,1,32.575,32.575,32.585666667,32.57855555566667,,,2.395555555666668,100.18552875231045,100.43430330958347,25.04638218807761
35.009666667,0,0,1,,,35.009666667,35.009666667,,,2.4311111113333297,98.72029249554674,99.84022996084211,24.680073123886686
37.348333333,1,0,1,37.327,,37.348333333,37.3376666665,,,2.327999999500001,103.0927835272965,100.6662015917179,25.773195881824126
39.617666666,1,1,0,39.617666666,39.612333333,,39.6149999995,,m,2.2773333330000014,105.38641687725205,102.39983096669842,26.34660421931301
41.903,1,1,1,41.903,41.887,41.911,41.90033333333333,,,2.2853333338333286,105.01750289417667,104.49890109957506,26.254375723544168
44.260333333,1,0,1,44.236333333,,44.260333333,44.248333333,,,2.347999999666669,102.21465078112065,104.20619018418313,25.553662695280163
46.652333333,1,1,0,46.652333333,46.665666666,,46.6589999995,,,2.410666666499999,99.55752213077696,102.26322526869143,24.88938053269424
49.063,1,1,0,49.063,49.071,,49.067,,,2.408000000500003,99.66777406568347,100.47998232586036,24.91694351642087
51.487,1,1,0,51.487,51.471,,51.479,,m,2.411999999999999,99.50248756218909,99.57592791954984,24.875621890547272
53.857666666,1,1,0,53.857666666,53.868333333,,53.862999999500005,,m,2.3839999995000056,100.67114096071099,99.94713419619451,25.167785240177746
56.249666667,1,1,1,56.233666666,56.231,56.249666667,56.238111111,,,2.375111111499997,101.0479041750718,100.40717756599061,25.26197604376795
58.583,1,1,1,58.583,58.575,58.593666667,58.583888889,,,2.3457777779999986,102.31148161213424,101.34350891597235,25.57787040303356
60.921666667,1,1,1,60.897666666,60.905666666,60.921666667,60.908333332999995,,,2.324444443999994,103.25047803121451,102.20328793947351,25.81261950780363
63.265666667,1,1,1,63.249666666,63.249666666,63.265666667,63.254999999666666,,,2.346666666666671,102.27272727272708,102.61156230535862,25.56818181818177
65.596333333,1,1,0,65.596333333,65.609666666,,65.6029999995,,,2.347999999833334,102.21465077386529,102.57928535926897,25.553662693466322
67.948333333,1,1,0,67.948333333,67.953666666,,67.9509999995,,m,2.347999999999999,102.21465076660992,102.23400960440075,25.55366269165248
70.289666666,1,1,0,70.289666666,70.30566666600001,,70.297666666,,,2.346666666499999,102.272727279991,102.23400960682208,25.56818181999775
72.633666666,1,1,0,72.633666666,72.633666666,,72.633666666,,,2.3359999999999985,102.73972602739732,102.40903469133275,25.68493150684933
