Dun,J1,J2
3.908333333,0.127,0.617666666
4.188333333,0.396333333,8.199
4.393666666,0.607,9.564333333
4.660333333,0.860333333,13.305666666
4.873666666,1.060333333,13.575
5.140333333,1.327,13.751
5.369666666,1.527,14.025666666
5.860333333,1.7936666659999998,14.209666666
6.116333333,2.007,14.492333333
6.534999999999999,2.279,14.671
7.718999999999999,2.492333333,14.945666666
7.988333333,2.745666666,15.124333333
8.180333333,2.961666666,15.396333333
8.420333333,3.220333333,15.577666666
8.625666666,3.4363333330000003,15.844333333
8.873666666,3.692333333,16.044333333
9.103,3.895,16.297666666
9.572333333,4.177666666,16.484333333000002
9.825666666,4.383,16.761666666
11.204333333,4.654999999999999,16.951
11.415,4.857666666,17.225666666000002
11.881666666,5.137666665999999,17.399
12.377666666,5.337666666,17.673666666
12.844333333,5.609666666,17.855
13.303,5.817666666,18.100333333
13.580333333,6.092333333,18.281666666
14.025666666,6.292333332999999,18.543
14.476333333,6.553666666,18.737666666
14.905666666,6.759,18.977666666
15.124333333,7.031,19.169666666
15.596333333,7.228333332999999,19.412333333
16.303,7.716333333,19.599
16.764333333,7.980333333,19.839
16.951,8.188333333000001,20.025666666
17.201666666,8.449666666,20.284333333
17.663,8.641666666,20.479
18.137666666,8.903,20.729666666
18.532333333,9.100333333,20.916333333
18.721666666,9.356333333,21.175
19.180333333,9.561666666,21.367
19.393666666,9.825666666,21.615
19.833666666,10.025666666,21.807
20.271,10.279,22.071
20.465666666,10.471,22.276333333
20.732333333,10.743,22.527
21.185666666,10.932333333,22.724333333
21.623,11.215,22.983
22.049666666,11.412333333,23.185666666
22.260333333,11.692333333,23.444333333
22.703,11.903,23.631
22.959,12.148333333,23.900333333
23.404333333,12.351,24.092333333
23.868333333,12.625666666,24.361666666
24.079,12.815,24.543
24.343,13.127,24.820333333
24.828333333,13.292333333,25.015
25.287,13.583,25.319
25.743,13.788333333,25.505666666
25.959,14.031,25.791
26.407,14.217666666,26.007
26.660333333,14.465666666,26.255
27.124333333,14.665666666,26.444333333
27.585666666,14.935,26.705666666
27.791,15.121666666,26.903
28.041666666,15.404333333,27.188333333
28.519,15.588333333,27.369666666
28.996333333,15.855,27.612333333
29.468333333,16.031,27.815
29.673666666,16.297666666,28.079
30.108333333,16.489666666,28.273666666
30.361666666,16.751,28.548333333
30.823,16.948333333,28.748333333
31.327,17.217666666,29.033666666
31.543,17.415,29.217666666
31.788333333,17.657666666,29.503
32.257666666,18.124333333,29.721666666
32.743,18.289666666,29.972333333
33.199,18.391,30.164333333
33.399,19.159,30.425666666
33.847,19.281666666,30.615
34.588333333,19.436333333,30.884333333
35.047,19.609666666,31.071
