Dun,J1,J2
7.756333333,5.081666665999999,7.063
8.057666667000001,5.361666666,7.756333333
8.316333333000001,5.561666666,8.055
8.745666667,8.271,8.263
9.052333333,10.508333333,8.559000000000001
9.329666667,10.844333333,8.865666666000001
9.537666667,11.279,9.039
10.004333333,11.449666666,9.327
10.329666667,11.572333333,9.649666666
10.604333333,11.889666666,9.969666666
10.804333333,12.076333333,10.292333333
11.273666667,12.201666666,10.599
11.593666667,12.505666666,10.823
11.876333333,12.812333333,10.948333333
12.084333333,12.873666666,11.233666666
12.529666667,13.092333333,11.447
12.852333333,13.300333333,11.583
13.116333333,14.055,11.865666666
13.351,14.209666666,12.068333333
13.764333333,14.348333333,12.212333333
14.087,14.537666666,12.489666666
14.356333333,14.657666666,12.817666666
14.556333333,15.308333333,12.988333333
14.983,15.473666666,13.303
15.340333333,15.591,13.732333333
15.585666667,15.799,14.060333333
15.799,16.545666666,14.223
16.249666667,16.719,14.543
16.575,16.844333333,14.692333333
16.828333333,17.036333333,14.977666666
17.164333333000002,17.492333333,15.180333333
17.444333333,17.777666666000002,15.295
17.788333333,17.940333333,15.801666666
18.028333333,18.060333333,15.935
18.271,18.263,16.236333333
18.692333333,18.369666666,16.441666666
18.900333333,18.985666666,16.569666666
19.263,19.145666666,17.047
19.463,19.284333333,17.177666666
19.884333333,19.460333333,17.473666666
20.220333333,19.593666666,17.663
20.487,20.231,17.780333333
20.719,20.489666666,18.268333333
21.119,20.668333333,18.388333333
21.431,21.092333333,18.687
21.705666667,21.420333333,18.873666666
21.905666667,21.708333333,18.999
22.348333333,21.897666666,19.468333333
22.671,22.020333333,19.596333333
22.919,22.639,19.881666666
23.129666667,22.772333333,20.081666666
23.572333333,22.911,20.212333333
23.881666667,23.121666666,20.695
24.143,23.233666666,20.812333333
24.351,23.863,21.103
24.799,24.039,21.305666666
25.119,24.161666666,21.420333333
25.367,24.353666666,21.924333333
25.591,24.460333333,22.028333333
26.020333333,25.087,22.316333333
26.329666667,25.257666666,22.511
26.609666667,25.377666666,22.644333333
26.935,25.577666666,23.121666666
27.212333333,26.500333333,23.244333333
27.551,26.703,23.553666666
27.807,26.932333333,23.743
28.015,27.108333333,23.863
28.433666667,27.217666666,24.367
28.724333333,27.369666666,24.484333333
29.004333333,27.524333333,24.764333333
29.191,27.713666666,24.948333333
29.628333333,27.916333333,25.087
29.927,28.124333333,25.585666666
30.191,28.303,25.708333333
30.407,28.415,26.001666666
30.833666667,28.585666666,26.188333333
31.137666667,28.700333333,26.316333333
31.404333333,28.892333333,26.801666666
31.572333333,29.073666666,26.921666666
31.996333333,29.180333333,27.217666666
32.308333333,29.311,27.407
32.559,29.492333333,27.537666666
32.783,29.591,27.817666666
33.217666667,29.663,28.007
33.513666667,29.775,28.137666666
33.785666667,29.932333333,28.415
34.113666667000004,30.079,28.601666666
34.375,30.361666666,28.719
34.713666667,30.463,29.180333333
34.967,30.527,29.292333333
35.164333333,30.609666666,29.583
35.569666667,30.689666666,29.767
35.748333333,30.793666666,29.895
36.153666667,30.932333333,30.391
36.351,31.068333333,30.505666666
36.761666667,31.212333333,30.783
37.084333333,31.348333333,30.977666666
37.353666667,31.527,31.089666666
