Dun,J1,J2
1.913666666,4.662999999999999,0.0736666659999999
2.084333333,14.780333333,1.327
2.212333333,15.145666666,2.316333333
2.516333333,15.431,17.103
2.684333333,15.785666666,17.393666666
3.2070000000000003,16.076333333,17.769666666
3.580333333,16.428333333,18.052333333
3.945666666,16.561666666,18.404333333
4.105666665999999,16.716333333,18.697666666
4.244333332999999,16.881666666,19.095
14.809666666,17.092333333,19.391
15.801666666,17.369666666,19.751
16.081666666,17.767,20.039
16.463,18.033666666,20.428333333
16.889666666,18.244333333,20.716333333
17.385666666000002,18.441666666,21.129666666
18.455,19.089666666,21.396333333
18.716333333,19.353666666,21.809666666
19.111,19.564333333,22.095
19.737666666,19.756333333,22.476333333
20.049666666,20.028333333,22.751
21.111,20.428333333,23.153666666
21.385666666,20.703,23.468333333
21.809666666,20.916333333,23.847
22.252333333,21.111,24.127
22.777666666,21.788333333,24.511
25.188333333,22.055,24.804333333
25.492333333,22.268333333,25.207
26.556333333,22.463,25.487
26.823,22.735,25.871
27.255,23.151,26.169666666
27.713666666,23.436333333,26.559
28.204333333,23.647,26.844333333
30.591,23.839,27.239
30.919,24.353666666,27.524333333
31.988333333,24.532333333,27.863
32.279,24.791,28.145666666
32.684333333,25.007,28.548333333
33.164333333,25.191,28.884333333
33.673666666,25.481666666,29.268333333
34.697666666,25.871,29.559
35.001666666,26.143,29.943
35.369666666,26.353666666,30.263
35.484333333,26.535,30.620333333
35.871,26.796333333,30.919
36.343,27.193666666,31.311
37.673666666,27.337666666,31.604333333
38.076333333,27.497666666,31.980333333
38.529666666,27.703,32.279
39.025666666,27.913666666,32.679
40.079,28.172333333,32.967
40.764333333,28.580333333,33.332333333
41.764333333,28.833666666,33.625666666
43.103,29.044333333,34.036333333
43.503,29.244333333,34.343
43.983,29.924333333,34.713666666
44.497666666,30.196333333,35.001666666
46.924333333,30.401666666,35.399
47.233666666,31.991,35.700333333
48.324333333,32.263,36.047
48.601666666,32.647,36.335
49.015,32.737666666,36.711
49.500333333,32.940333333,37.004333333
49.967,33.148333333000004,37.393666666
52.428333333,33.343,37.668333333
52.745666666,33.628333333,38.071
53.825666666,34.041666666,38.372333333
54.095,34.303,38.708333333
54.524333333,34.513666666,39.017666666
55.004333333,34.713666666,39.423
55.516333333,34.977666666,39.721666666
57.961666666,35.196333333,40.076333333
58.276333333,35.385666666,40.396333333
59.689666666,35.641666666,40.775
60.079,35.844333333,41.068333333
60.569666666,36.041666666,41.423
61.063,36.324333333,41.729666666
63.556333333,36.708333333,42.119
63.876333333,36.980333333,42.433666666
65.204333333,37.196333333,42.812333333
65.607,37.377666666,43.116333333
66.137666666,37.644333333,43.489666666
66.620333333,38.055,43.801666666
69.372333333,38.327,44.169666666
70.69500000000001,38.543,44.481666666
71.103,38.743,44.892333333
71.551,39.015,45.196333333
72.028333333,39.407,45.572333333
74.412333333,39.681666666,45.865666666
74.732333333,39.889666666,46.255
76.071,40.087,46.551
76.476333333,40.356333333,46.911
76.95100000000001,40.764333333,47.212333333
77.473666666,41.041666666,47.617666666
79.855,41.268333333,47.932333333
80.156333333,41.452333333,48.311
81.463,41.732333333,48.620333333
81.876333333,42.129666666,48.988333333
82.353666666,42.415,49.321666666
82.865666666,42.620333333,49.673666666
85.233666666,42.809666666,49.985666666
85.561666666,43.079,50.361666666
86.881666666,43.492333333,50.681666666
87.279,43.617666666,51.057666666
87.767,43.788333333,51.353666666
88.225666666,43.996333333,51.751
90.607,44.191,52.060333333
90.943,44.471,52.417666666
91.985666666,44.887,52.732333333
92.263,45.156333333,53.116333333
92.652333333,45.364333333,53.431
93.137666666,45.556333333,53.820333333
93.599,45.836333333,54.129666666
96.031,46.076333333,54.511
96.345666666,46.257666666,54.804333333
97.393666666,46.516333333,55.151
97.657666666,46.735,55.463
98.047,46.929666666,55.887
98.508333333,47.207,56.196333333
98.996333333,47.463,56.604333333
101.393666666,47.628333333,56.881666666
101.708333333,47.887,57.308333333
102.761666666,48.108333333,57.607
103.036333333,48.292333333,57.980333333
103.439,48.580333333,58.297666666
103.924333333,48.812333333,58.687
104.399,48.991,58.988333333
106.673666666,49.257666666,59.383
106.975,49.471,59.655
108.017666666,49.679,60.092333333
