Dun,J1,J2
15.407,13.473666666,15.396333333
15.884333333,13.775,15.825666666
16.057666666,13.980333333,16.047
16.305666666,14.273666666,16.279
16.511,14.572333333,16.543
16.836333333,14.729666666,16.700333333
17.185666666,15.041666666,16.863
17.636333333,15.348333333,16.977666666
18.012333333,18.492333333,17.180333333
18.492333333,18.652333333,17.353666666000002
18.692333333,18.927,17.615000000000002
18.921666666,19.159,17.836333333
19.156333333,19.932333333,18.012333333
19.473666666,20.247,18.276333333
19.825666666,20.444333333,18.487
20.252333333,20.583,18.684333333
20.623,20.919,18.916333333
21.068333333,21.092333333,19.159
21.260333333,21.252333333,19.292333333
21.513666666,21.521666666,19.463
21.735,21.743,19.591
22.049666666,22.516333333,19.799
22.401666666,22.857666666,19.961666666
22.825666666,23.031,20.236333333
23.199,23.495,20.465666666
23.668333333,23.692333333,20.625666666
23.865666666,23.836333333,20.873666666
24.092333333,24.364333333,21.081666666
24.327,24.468333333,21.268333333
24.633666666,24.785666666,21.500333333
24.977666666,24.983,21.732333333
25.385666666,25.108333333,22.169666666
25.780333333,25.409666666,22.377666666
26.239,25.593666666,22.543
26.428333333,25.713666666,22.799
26.863,26.023,23.023
27.471,26.207,23.185666666
27.876333333,26.359,23.457666666
28.255,26.508333333,23.663
28.684333333,26.836333333,23.865666666
28.876333333,26.969666666,24.108333333
29.319,27.615,24.332333333
29.940333333,28.215,24.641666666
30.327,28.391,24.777666666
30.708333333,28.860333333,24.975
31.145666666,29.023,25.145666666
31.335,29.452333333,25.383
31.785666666,30.068333333,25.585666666
32.396333333,30.353666666,25.745666666
32.575,30.543,26.036333333
32.815,30.673666666,26.225666666
33.199,31.311,26.399
33.604333333,31.471,26.631
33.788333333,31.793666666,26.857666666
34.244333333,31.916333333,27.279
34.865666666,32.559,27.468333333
35.257666666,32.777666666,27.639
35.628333333,33.156333333,27.895
36.036333333,33.340333333000004,28.103
36.212333333,33.791000000000004,28.508333333
36.420333333,34.049666666,28.697666666
36.633666666,34.249666666,28.879
36.940333333,34.868333333,29.095
37.247,35.007,29.311
37.665666666,35.281666666,29.719
38.004333333,35.468333333000004,29.924333333
38.436333333,35.577666666,30.081666666
38.612333333,36.183,30.369666666
38.844333333,36.321666666,30.561666666
39.055,36.465666666,30.703
39.324333333,36.759,30.964333333
39.639,37.377666666,31.167
40.860333333,37.956333333,31.324333333
41.039,38.127,31.785666666
41.260333333,38.273666666,31.919
41.476333333,38.572333333,32.223
41.759,38.729666666,32.417666666
42.079,39.151,32.572333333
42.503,39.756333333,33.052333333
42.839,40.372333333,33.180333333
