Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:02:58,380","00:03:42,400",in,178.38,222.4,44.02,"[179.092 180.588 182.087 183.53  184.946 186.359 187.756 189.138 190.524
 191.911 193.292 194.695 196.148 197.572 198.962 200.346 201.735 203.103
 204.482 205.879 207.252 208.631 210.004 211.375 212.791 214.22  215.695
 217.13  218.522 219.906 221.274]","[1.496 1.499 1.443 1.416 1.413 1.397 1.382 1.386 1.387 1.381 1.403 1.453
 1.424 1.39  1.384 1.389 1.368 1.379 1.397 1.373 1.379 1.373 1.371 1.416
 1.429 1.475 1.435 1.392 1.384 1.368]",30,107
